work_year,person_gender,experience_level,employment_type,job_title,salary,income_class,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,male,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2024,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2024,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2024,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2024,male,SE,FT,Data Scientist,278700,upper,USD,278700,US,0,US,M
2024,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2024,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2024,male,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2023,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2023,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2023,male,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2023,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2023,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2023,male,SE,FT,Data Scientist,278700,upper,USD,278700,US,0,US,M
2023,female,SE,FT,Data Scientist,278700,upper,USD,278700,US,0,US,M
2023,female,SE,FT,Data Scientist,278700,upper,USD,278700,US,0,US,M
2023,female,SE,FT,Research Scientist,278700,upper,USD,278700,US,0,US,M
2023,female,SE,FT,Data Engineer,278300,upper,USD,278300,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,278000,upper,USD,278000,US,0,US,M
2023,male,SE,FT,Data Scientist,277500,upper,USD,277500,US,0,US,M
2023,male,SE,FT,Data Scientist,277300,upper,USD,277300,GB,0,GB,M
2024,male,SE,FT,Data Engineer,277000,upper,USD,277000,US,0,US,M
2024,female,SE,FT,Data Engineer,277000,upper,USD,277000,US,0,US,M
2024,female,SE,FT,Machine Learning Scientist,277000,upper,USD,277000,US,0,US,M
2024,female,SE,FT,Data Engineer,277000,upper,USD,277000,US,0,US,M
2023,male,SE,FT,Data Scientist,277000,upper,USD,277000,US,0,US,M
2024,female,SE,FT,AI Engineer,276000,upper,USD,276000,US,0,US,M
2024,male,SE,FT,Data Engineer,276000,upper,USD,276000,US,0,US,M
2024,male,SE,FT,Data Architect,276000,upper,USD,276000,US,0,US,M
2024,male,SE,FT,Data Architect,276000,upper,USD,276000,US,0,US,M
2024,female,MI,FT,Data Science,276000,upper,USD,276000,US,0,US,M
2024,male,SE,FT,Data Science,276000,upper,USD,276000,US,0,US,M
2023,female,SE,FT,ML Engineer,276000,upper,USD,276000,US,0,US,M
2023,female,SE,FT,ML Engineer,276000,upper,USD,276000,US,0,US,M
2023,female,SE,FT,ML Engineer,276000,upper,USD,276000,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,276000,upper,USD,276000,US,0,US,M
2023,male,SE,FT,Data Engineer,276000,upper,USD,276000,US,100,US,M
2023,male,SE,FT,Machine Learning Engineer,276000,upper,USD,276000,US,0,US,M
2021,female,SE,FT,Lead Data Engineer,276000,upper,USD,276000,US,0,US,L
2023,female,SE,FT,Data Scientist,275500,upper,USD,275500,US,0,US,M
2023,male,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,ML Engineer,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,Data Engineer,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,Analytics Engineer,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2023,female,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2023,female,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,Analytics Engineer,275300,upper,USD,275300,US,100,US,M
2023,female,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2023,male,SE,FT,Data Scientist,275300,upper,USD,275300,US,100,US,M
2024,male,SE,FT,Data Engineer,275000,upper,USD,275000,US,100,US,M
2023,female,SE,FT,Machine Learning Engineer,275000,upper,USD,275000,US,0,US,M
2023,female,SE,FT,ML Engineer,275000,upper,USD,275000,DE,0,DE,M
2023,female,SE,FT,ML Engineer,275000,upper,USD,275000,US,0,US,M
2023,male,SE,FT,Data Engineer,275000,upper,USD,275000,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,275000,upper,USD,275000,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,275000,upper,USD,275000,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,275000,upper,USD,275000,US,0,US,M
2023,female,SE,FT,Research Scientist,275000,upper,USD,275000,US,0,US,M
2023,female,MI,FT,Data Engineer,275000,upper,USD,275000,CA,0,CA,M
2023,female,SE,FT,Machine Learning Engineer,275000,upper,USD,275000,US,0,US,M
2023,male,MI,FT,Research Scientist,275000,upper,USD,275000,US,0,US,M
2023,male,MI,FT,Research Scientist,275000,upper,USD,275000,US,0,US,M
2023,female,SE,FT,Research Engineer,275000,upper,USD,275000,DE,0,DE,M
2022,male,SE,FT,AI Developer,275000,upper,USD,275000,CA,0,CA,S
2023,female,SE,FT,Data Engineer,275000,upper,USD,275000,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,275000,upper,USD,275000,DE,0,DE,M
2023,male,SE,FT,NLP Engineer,275000,upper,USD,275000,US,0,US,M
2022,male,SE,FT,Data Engineer,275000,upper,USD,275000,US,100,US,M
2024,male,SE,FT,Data Engineer,274965,upper,CAD,211511,CA,0,CA,M
2023,male,SE,FT,Data Architect,274450,upper,USD,274450,US,0,US,M
2024,female,SE,FT,Machine Learning Engineer,274000,upper,USD,274000,US,100,US,M
2024,female,SE,FT,Data Scientist,273500,upper,USD,273500,US,0,US,M
2023,female,SE,FT,Data Scientist,273500,upper,USD,273500,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,273400,upper,USD,273400,US,0,US,M
2023,female,SE,FT,Research Scientist,273400,upper,USD,273400,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,273400,upper,USD,273400,US,100,US,M
2023,female,SE,FT,Machine Learning Engineer,273400,upper,USD,273400,US,0,US,M
2023,male,SE,FT,Research Engineer,273000,upper,USD,273000,US,0,US,M
2024,male,SE,FT,Analytics Engineer,272700,upper,USD,272700,US,0,US,M
2023,male,SE,FT,Data Scientist,272550,upper,USD,272550,US,0,US,M
2022,male,SE,FT,Data Scientist,272550,upper,USD,272550,US,100,US,M
2024,female,SE,FT,Data Scientist,272400,upper,USD,272400,US,0,US,M
2023,female,SE,FT,Data Scientist,272400,upper,USD,272400,US,0,US,M
2023,female,EX,FT,Data Science Manager,272400,upper,USD,272400,US,0,US,L
2023,female,SE,FT,Data Science Manager,272400,upper,USD,272400,US,0,US,L
2023,female,SE,FT,Data Scientist,272300,upper,USD,272300,US,0,US,M
2023,male,SE,FT,Data Scientist,272290,upper,USD,272290,US,100,US,M
2023,male,SE,FT,Data Science Lead,272000,upper,USD,272000,US,0,US,M
2023,male,SE,FT,Machine Learning Software Engineer,272000,upper,USD,272000,US,0,US,M
2023,male,SE,FT,Data Engineer,270703,upper,USD,270703,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,270400,upper,USD,270400,US,0,US,M
2024,female,MI,FT,Data Engineer,270250,upper,USD,270250,US,0,US,M
2024,male,SE,FT,Data Engineer,270250,upper,USD,270250,US,0,US,M
2024,male,SE,FT,Data Science,270250,upper,USD,270250,US,0,US,M
2023,male,SE,FT,Data Science,270250,upper,USD,270250,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,270000,upper,USD,270000,US,0,US,M
2024,female,SE,FT,Machine Learning Engineer,270000,upper,USD,270000,US,0,US,M
2024,female,SE,FT,Data Engineer,270000,upper,USD,270000,AU,0,AU,M
2024,male,SE,FT,Research Engineer,270000,upper,USD,270000,US,0,US,M
2023,female,SE,FT,ML Engineer,270000,upper,USD,270000,US,100,US,M
2023,male,MI,FT,Research Scientist,270000,upper,USD,270000,US,0,US,L
2023,female,EX,FT,Head of Data,270000,upper,USD,270000,US,100,US,M
2023,male,SE,FT,ML Engineer,270000,upper,USD,270000,US,100,US,M
2023,female,SE,FT,Data Scientist,270000,upper,USD,270000,US,0,US,M
2023,male,MI,FT,Data Science Manager,270000,upper,USD,270000,US,100,US,M
2021,female,MI,CT,ML Engineer,270000,upper,USD,270000,US,100,US,L
2023,male,EX,FT,Head of Data,269600,upper,USD,269600,US,100,US,M
2023,male,EX,FT,Head of Data,269600,upper,USD,269600,US,100,US,M
2023,male,EX,FT,Head of Data,269600,upper,USD,269600,US,0,US,M
2023,female,EX,FT,Head of Data,269600,upper,USD,269600,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,269500,upper,USD,269500,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,269500,upper,USD,269500,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,269500,upper,USD,269500,US,0,US,M
2024,male,SE,FT,Data Engineer,269100,upper,USD,269100,US,0,US,M
2023,female,SE,FT,Data Engineer,269100,upper,USD,269100,US,0,US,M
2024,female,SE,FT,Data Scientist,269000,upper,USD,269000,CA,0,CA,M
2023,female,SE,FT,Machine Learning Engineer,269000,upper,USD,269000,CA,100,CA,M
2024,male,SE,FT,Data Science,268700,upper,USD,268700,US,0,US,M
2024,male,EX,FT,Data Engineer,268500,upper,USD,268500,CA,0,CA,M
2023,male,SE,FT,Data Scientist,268000,upper,USD,268000,US,0,US,M
2023,male,EX,FT,Data Engineer,268000,upper,USD,268000,US,100,US,M
2023,female,SE,FT,Data Scientist,268000,upper,USD,268000,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,268000,upper,USD,268000,US,100,US,M
2024,male,SE,FT,Data Science,267900,upper,USD,267900,US,0,US,M
2024,female,SE,FT,Machine Learning Engineer,267900,upper,USD,267900,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,267720,upper,USD,267720,US,0,US,M
2023,male,SE,FT,ML Engineer,267720,upper,USD,267720,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,267720,upper,USD,267720,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,267720,upper,USD,267720,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,267720,upper,USD,267720,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,267720,upper,USD,267720,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,267720,upper,USD,267720,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,267720,upper,USD,267720,US,0,US,M
2024,female,EX,FT,Head of Data,267500,upper,USD,267500,US,0,US,M
2024,female,MI,FT,Data Science Manager,267100,upper,USD,267100,US,0,US,M
2023,female,SE,FT,Data Scientist,267100,upper,USD,267100,US,100,US,M
2023,female,SE,FT,Data Scientist,267100,upper,USD,267100,US,100,US,M
2023,female,SE,FT,Analytics Engineer,267000,upper,USD,267000,US,0,US,M
2024,male,SE,FT,Data Engineer,266875,upper,USD,266875,US,0,US,M
2024,female,SE,FT,Data Scientist,266875,upper,USD,266875,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,266875,upper,USD,266875,US,0,US,M
2023,male,SE,FT,Data Engineer,266875,upper,USD,266875,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,266500,upper,USD,266500,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,266500,upper,USD,266500,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,266500,upper,USD,266500,CA,0,CA,M
2024,female,SE,FT,Applied Scientist,266482,upper,USD,266482,US,0,US,M
2023,female,SE,FT,Research Engineer,266450,upper,USD,266450,US,0,US,M
2023,male,SE,FT,Research Engineer,266450,upper,USD,266450,US,0,US,M
2023,female,SE,FT,Data Science Engineer,266450,upper,USD,266450,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,266400,upper,USD,266400,US,0,US,M
2022,male,SE,FT,Data Architect,266400,upper,USD,266400,US,100,US,M
2024,male,SE,FT,AI Architect,266000,upper,USD,266000,US,0,US,M
2023,female,SE,FT,Data Engineer,266000,upper,USD,266000,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,266000,upper,USD,266000,US,0,US,M
2023,male,SE,FT,Data Scientist,266000,upper,USD,266000,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,265800,upper,USD,265800,US,100,US,M
2023,female,EX,FT,Data Engineer,265800,upper,USD,265800,US,100,US,M
2024,male,SE,FT,Data Engineer,265200,upper,USD,265200,US,0,US,M
2024,male,EX,FT,Machine Learning Engineer,265000,upper,USD,265000,US,0,US,M
2023,female,SE,FT,Data Scientist,265000,upper,USD,265000,US,100,US,M
2023,female,SE,FT,Data Scientist,265000,upper,USD,265000,US,100,US,M
2023,female,SE,FT,Data Scientist,265000,upper,USD,265000,US,100,US,M
2023,female,SE,FT,Data Engineer,265000,upper,USD,265000,US,100,US,M
2023,male,EX,FT,Data Engineer,265000,upper,USD,265000,US,0,US,M
2023,female,SE,FT,Data Engineer,265000,upper,USD,265000,US,0,US,M
2023,male,SE,FT,Data Engineer,265000,upper,USD,265000,US,100,US,M
2023,female,SE,FT,Data Scientist,264846,upper,USD,264846,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,264400,upper,USD,264400,US,100,US,M
2024,male,SE,FT,Machine Learning Engineer,263500,upper,USD,263500,US,100,US,M
2023,male,SE,FT,Machine Learning Engineer,263500,upper,USD,263500,US,100,US,M
2023,female,SE,FT,Data Architect,263100,upper,USD,263100,US,0,US,M
2024,female,MI,FT,Business Intelligence Manager,263000,upper,USD,263000,US,0,US,M
2024,female,EX,FT,Head of Data,263000,upper,USD,263000,US,0,US,M
2023,female,SE,FT,Applied Scientist,262500,upper,USD,262500,US,0,US,L
2024,male,SE,FT,ML Engineer,262269,upper,USD,262269,US,100,US,M
2023,female,SE,FT,ML Engineer,262269,upper,USD,262269,US,100,US,M
2023,female,SE,FT,Machine Learning Engineer,262000,upper,USD,262000,US,0,US,M
2023,male,SE,FT,Data Scientist,262000,upper,USD,262000,US,100,US,M
2023,male,SE,FT,Machine Learning Engineer,262000,upper,USD,262000,US,0,US,M
2023,male,SE,FT,Data Scientist,262000,upper,USD,262000,US,100,US,M
2023,male,SE,FT,Research Engineer,261500,upper,USD,261500,US,0,US,L
2023,female,SE,FT,Machine Learning Engineer,261500,upper,USD,261500,US,0,US,L
2023,female,SE,FT,Machine Learning Engineer,261500,upper,USD,261500,US,0,US,L
2024,male,SE,FT,Data Science,261050,upper,USD,261050,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,260800,upper,USD,260800,US,0,US,M
2023,male,MI,FT,Data Scientist,260600,upper,USD,260600,US,0,US,M
2022,female,EX,FT,Data Science Manager,260500,upper,USD,260500,US,0,US,M
2024,male,EN,FT,Machine Learning Engineer,260100,upper,USD,260100,US,100,US,M
2024,male,MI,FT,Machine Learning Engineer,260100,upper,USD,260100,US,100,US,M
2024,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,female,SE,FT,Machine Learning Engineer,260000,upper,USD,260000,US,0,US,M
2024,female,MI,FT,Data Scientist,260000,upper,USD,260000,US,0,US,M
2024,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,female,SE,FT,Business Intelligence,260000,upper,USD,260000,US,0,US,M
2024,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2024,female,EX,FT,Managing Director Data Science,260000,upper,USD,260000,US,50,US,L
2024,female,SE,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2024,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Research Scientist,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Data Scientist,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,MI,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Machine Learning Engineer,260000,upper,USD,260000,US,0,US,M
2023,male,MI,FT,Machine Learning Engineer,260000,upper,USD,260000,US,0,US,M
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Machine Learning Engineer,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Machine Learning Infrastructure Engineer,260000,upper,USD,260000,US,100,US,M
2023,female,SE,FT,AI Developer,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Data Scientist,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Analytics Engineer,260000,upper,USD,260000,US,0,US,M
2023,male,SE,FT,ML Engineer,260000,upper,USD,260000,US,100,US,M
2023,female,SE,FT,Analytics Engineer,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Machine Learning Engineer,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,EX,FT,Director of Data Science,260000,upper,USD,260000,US,100,US,M
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,MI,FT,ML Engineer,260000,upper,USD,260000,AU,0,AU,M
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,MI,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2023,male,SE,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,260000,upper,USD,260000,US,100,US,M
2023,male,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Applied Scientist,260000,upper,USD,260000,US,0,US,L
2023,female,SE,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2023,female,SE,FT,ML Engineer,260000,upper,USD,260000,CA,100,CA,M
2023,male,MI,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2023,male,SE,FT,Data Scientist,260000,upper,USD,260000,US,0,US,M
2022,male,MI,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2022,female,SE,FT,Data Engineer,260000,upper,USD,260000,US,0,US,M
2022,female,EX,FT,Data Engineer,260000,upper,USD,260000,US,100,US,M
2022,female,SE,FT,Data Scientist,260000,upper,USD,260000,US,100,US,M
2020,female,SE,FT,Machine Learning Scientist,260000,upper,USD,260000,JP,0,JP,S
2024,female,SE,FT,Analytics Engineer,259900,upper,USD,259900,CA,100,CA,M
2023,female,SE,FT,Business Intelligence Specialist,259900,upper,USD,259900,US,0,US,M
2024,male,EX,FT,Machine Learning Engineer,259850,upper,USD,259850,US,0,US,M
2024,male,SE,FT,Data Engineer,259700,upper,USD,259700,US,100,US,M
2023,female,SE,FT,Data Engineer,259000,upper,USD,259000,US,0,US,M
2023,male,SE,FT,Business Intelligence Engineer,259000,upper,USD,259000,US,0,US,M
2023,male,SE,FT,Data Engineer,259000,upper,USD,259000,US,100,US,M
2023,male,SE,FT,Data Engineer,259000,upper,USD,259000,US,100,US,M
2023,male,SE,FT,Data Engineer,258900,upper,USD,258900,US,100,US,M
2024,male,SE,FT,Machine Learning Engineer,258800,upper,USD,258800,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,258800,upper,USD,258800,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,258800,upper,USD,258800,US,0,US,M
2023,male,SE,FT,Applied Scientist,258800,upper,USD,258800,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,258800,upper,USD,258800,GB,0,GB,M
2023,female,SE,FT,Machine Learning Engineer,258800,upper,USD,258800,GB,0,GB,M
2023,female,SE,FT,Machine Learning Engineer,258800,upper,USD,258800,GB,0,GB,M
2023,male,SE,FT,Data Engineer,258750,upper,USD,258750,US,100,US,M
2023,female,EX,FT,Data Scientist,258750,upper,USD,258750,US,0,US,M
2023,female,EX,FT,Data Scientist,258750,upper,USD,258750,US,0,US,M
2024,male,SE,FT,Data Science,258720,upper,USD,258720,US,0,US,M
2023,male,SE,FT,Data Modeler,258700,upper,USD,258700,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,258700,upper,USD,258700,US,0,US,M
2023,female,SE,FT,Data Scientist,258700,upper,USD,258700,US,0,US,M
2023,female,SE,FT,Data Scientist,258700,upper,USD,258700,US,0,US,M
2023,male,MI,FT,Machine Learning Engineer,258700,upper,USD,258700,US,0,US,M
2023,female,SE,FT,Data Scientist,258700,upper,USD,258700,US,0,US,M
2023,male,SE,FT,Data Scientist,258700,upper,USD,258700,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,258600,upper,USD,258600,US,100,US,M
2024,male,EX,FT,Data Engineer,258500,upper,USD,258500,US,0,US,M
2024,male,SE,FT,Data Engineer,258500,upper,USD,258500,US,0,US,M
2023,male,SE,FT,Head of Data,258500,upper,USD,258500,US,100,US,M
2024,female,SE,FT,Machine Learning Engineer,258450,upper,USD,258450,US,0,US,M
2023,male,SE,FT,Machine Learning Engineer,258384,upper,USD,258384,US,100,US,M
2024,female,SE,FT,Research Scientist,258100,upper,USD,258100,US,0,US,M
2024,female,SE,FT,Research Scientist,258100,upper,USD,258100,US,0,US,M
2024,female,SE,FT,Machine Learning Engineer,258100,upper,USD,258100,US,0,US,M
2024,female,MI,FT,Data Science Manager,258000,upper,USD,258000,US,0,US,M
2023,female,SE,FT,Data Scientist,258000,upper,USD,258000,US,0,US,M
2023,male,SE,FT,Data Scientist,258000,upper,USD,258000,US,0,US,M
2023,male,SE,FT,Data Scientist,258000,upper,USD,258000,US,0,US,M
2023,male,SE,FT,Data Scientist,258000,upper,USD,258000,US,0,US,M
2023,male,SE,FT,Data Scientist,258000,upper,USD,258000,CA,0,CA,M
2023,male,MI,FT,Data Engineer,258000,upper,USD,258000,US,0,US,M
2023,male,SE,FT,Data Scientist,258000,upper,USD,258000,CA,0,CA,M
2023,male,MI,FT,AWS Data Architect,258000,upper,USD,258000,US,100,US,L
2023,male,SE,FT,Data Scientist,258000,upper,USD,258000,CA,0,CA,M
2023,female,SE,FT,Data Scientist,258000,upper,USD,258000,CA,0,CA,M
2024,male,SE,FT,Data Architect,257600,upper,USD,257600,US,0,US,M
2024,female,EN,FT,Research Engineer,257400,upper,USD,257400,US,0,US,M
2023,male,SE,FT,Applied Scientist,257400,upper,USD,257400,US,0,US,M
2023,male,MI,FT,Research Engineer,257400,upper,USD,257400,US,0,US,M
2023,male,MI,FT,Research Engineer,257400,upper,USD,257400,US,0,US,M
2023,female,EX,FT,Data Engineer,257400,upper,USD,257400,US,100,US,M
2024,female,SE,FT,AI Architect,257250,upper,USD,257250,US,100,US,M
2024,female,SE,FT,Machine Learning Engineer,257000,upper,USD,257000,US,0,US,M
2023,male,SE,FT,Data Scientist,257000,upper,USD,257000,US,100,US,M
2023,male,SE,FT,Machine Learning Engineer,257000,upper,USD,257000,US,0,US,M
2023,male,SE,FT,Data Scientist,257000,upper,USD,257000,US,0,US,M
2024,female,SE,FT,Applied Scientist,256100,upper,USD,256100,US,0,US,M
2023,female,SE,FT,Data Scientist,256000,upper,USD,256000,US,100,US,M
2021,female,SE,FT,ML Engineer,256000,upper,USD,256000,US,100,US,S
2024,male,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,female,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,female,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,female,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,male,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,female,SE,FT,Data Engineer,255800,upper,USD,255800,US,0,US,M
2023,female,SE,FT,Machine Learning Engineer,255800,upper,USD,255800,US,0,US,M
2024,male,SE,FT,Data Engineer,255475,upper,USD,255475,US,100,US,M
2024,female,SE,FT,Data Scientist,255475,upper,USD,255475,US,100,US,M
